username,comment,commentDate,comments,label
wayan5516,Gemoy,2024-03-16T03:13:45.000Z,bHemooo,POSITIVE
ep_hatmanto,Wedeeehhh...beneran bintang 5  ini  born....,2024-03-16T04:25:34.000Z,b'Wedeeehhh...really this 5 star was born....',POSITIVE
kucahya99,Jatim menyala bosqueee🔥🔥🔥,2024-03-16T04:50:32.000Z,b'East Java lights up bosqueee',POSITIVE
miftah_mr991,Jabar ???,2024-03-16T05:13:23.000Z,b'West ???',POSITIVE
miftah_mr991,Jawa barat ko  tidak  ada ?,2024-03-16T05:14:12.000Z,"b West Java, how come there aren't any?'",POSITIVE
kokosusilo151296,02 menyala abgku 🔥🔥🔥,2024-03-16T06:01:13.000Z,b'02 lit my brother',POSITIVE
thesunedudu,"percuma menang tapi program² nya kosong 😂😂, mlh program 01  yang  d contek rezim malu  saya  mah maluuuy😂😂",2024-03-16T06:13:50.000Z,"b'it's useless to win but the program is empty, just program 01 which was cheated by the regime, I'm embarrassed, I'm embarrassed'",NEGATIVE
helmy.fernando.967,Menang kalah baru nanti diumumin KPU ..paham ya.. ditungguin pasukan demo Nusantara,2024-03-16T06:37:25.000Z,b'Winning or losing will only be announced later by the KPU..I understand...waiting for the Indonesian demonstration troops',NEGATIVE
jurnaladitya,Bener2 rapi selamat 5 tahun kedepan,2024-03-16T06:41:02.000Z,b'Really neat and happy for the next 5 years',POSITIVE
gudang_kardus_bandung,Tapi aneh nya pemerintah nya takut di demo😂,2024-03-16T08:17:20.000Z,b'But it's strange that the government is afraid of demonstrations',NEGATIVE
yanto_hendrawan,"Bersorak dikasih tunjuk data begini. Menyesal pas antri beras, diphk atau bbm naik. Simpan data ini buat hiburan nanti. Dungu forever.",2024-03-16T08:21:26.000Z,"b'Cheers for being shown data like this. Regret it when you queue for rice, you get laid off or fuel goes up. Save this data for later entertainment. Stupid forever.'",NEGATIVE
abidinmaryati,Upeti bahasa kiasan...berawal dari proses belajar disekolah yang biasa curang...berlanjut sampai dewasa menghalalkan segala cara...,2024-03-16T09:35:23.000Z,Regent's figurative language...starts from the learning process at school which is usually cheating...continues until adulthood allows any means...',NEGATIVE
rafialif007,"Negri lawak, mkmkmkmkmk... proses  pemilihan umum  terburuk... sebelum pencoblosan  juga   sudah  tau pemenangnya siapa😂",2024-03-16T09:53:24.000Z,"b'The country of jokes, mkmkmkmkmk... the worst general election process... before the voting you already know who the winner is'",NEGATIVE
ferdypramadana,@efryovi_susanto,2024-03-16T11:55:33.000Z,b'@efryovi_susanto',POSITIVE
rivaannd,itulah jangan suka bawa agama dalam urusan politik 😂,2024-03-16T12:08:42.000Z,That's why you don't like to bring religion into political affairs.,NEGATIVE
devivi_vivi,MasyaAllah ❤ yang  tidak  terima hasil nya jangan tuduh2an dong. Capek puasa cuma nahan lapar dan haus doang 😁,2024-03-16T12:33:22.000Z,"b'MasyaAllah, those who don't accept the results, don't make accusations, please. Tired of fasting and just being hungry and thirsty",POSITIVE
m.oto_iskandar,Udah bosan rasanya liatin ini ini  saja   tidak  kunjung selesai muak dah,2024-03-17T09:07:23.000Z,"b'I'm tired of looking at this and it just won't stop, I'm sick of it'",NEGATIVE
andy.mulyadi.75,Uugqqwt2,2024-03-17T11:19:03.000Z,b'Uugqqwt2',NEGATIVE
andy.mulyadi.75,0hh2gv,2024-03-17T11:19:13.000Z,b'0hh2gv',POSITIVE
mf.23_bi,Kalo emang benar 02 menang karna pemilihnya real  masyarakat ..mau apa lagi..ak cuma mau bilang pemihnya dungu,2024-03-17T11:23:44.000Z,b'If it's true that 02 won because the voters are real people..what else do you want..I just want to say that the voters are stupid',NEGATIVE
andriusroykos351,"No teluu mesakee😂 suara nya  paling  kenceng hasilnya bontot, pool position  saja  kagak😂",2024-03-17T15:05:56.000Z,"b'No 3 mesakee's voice is the loudest as a result, it's just a pool position, right?'",NEGATIVE
dihancool9790,Mau makan siang gratis toh😂😂😂,2024-03-17T17:05:01.000Z,b'Want a free lunch anyway',NEGATIVE
demas.ahmad,"Hebat ya kalimantan udah beres pulau segede itu, DKI apa kabar ?",2024-03-18T04:45:53.000Z,"b'It's great, Kalimantan is done with that big island, DKI how are you?'",POSITIVE
alcharly1177,"#didunia ini banyak pengadilan, tapi sulit keadilan...🔥",2024-03-18T10:57:39.000Z,"b'#in this world there are many courts, but justice is difficult...'",NEGATIVE
akli6752,Tetap bangga sama Abh Anies...,2024-03-19T05:40:54.000Z,b'Still proud of Abh Anies...',POSITIVE
elfrey87i,Propinsi kita ada brp yaakk😂😂..mpe lupaa😩😩,2024-03-14T13:48:40.000Z,b'How many provinces do we have...don't forget',POSITIVE
ag.ung1930,"hasto bilange banyak kecurangan ,  dari  sklian provinsi semua 02  yang  unggul.. apa iy logis  kalau  semua provinsi bisa kompak..aneh memang si hasto",2024-03-14T13:48:56.000Z,"b'hasto said there was a lot of cheating, from the provincial level all 02 were superior... is it logical that all provinces can be united... that's strange, Hasto'",NEGATIVE
reefciierajangueyel,"Tinggal cari komenan yang bilang KPU curang,sirekap di gelembungkan suaranya😂😂 nyimak 🤔",2024-03-14T13:49:08.000Z,"Just look for comments that say the KPU is cheating, their voices are being inflated, listen.'",NEGATIVE
zorro__joyboy,"😂😂😂😂 iyain  saja  , kalau   yang  kosong pengen menang mah",2024-03-14T13:50:24.000Z,"just agree, if the empty one wants to win",NEGATIVE
liputansumbawa,1 putaran 🔥,2024-03-14T13:51:03.000Z,b'1 round',POSITIVE
putrild_2605,02❤️,2024-03-14T13:52:00.000Z,b'02',POSITIVE
rico_na70,Total nya brp jadi nya min... ? Koq  tidak  skalian di jumlahin  sebenarnya .😢,2024-03-14T13:52:18.000Z,"How much is the total, min...? How come you don't add it all up?",NEGATIVE
dickyoneil1504,All in prabowo 🔥🔥🔥,2024-03-14T13:52:19.000Z,b'All in prabowo ',POSITIVE
aimtican_se,Jateng dan Jatim serta bali modal utama untuk kemenangan 02,2024-03-14T13:52:26.000Z,b'Central Java and East Java as well as Bali's main capital for victory 02',POSITIVE
ai.lamba,😂😂😂😂😂,2024-03-14T13:52:36.000Z,b'',POSITIVE
grace_ps7,Telak... Gimana bisa curang dan disuruh ulang bedanya jauuuhh  sekali ... Lagian di setiap TPS kan ada saksi2 tiap paslon yang mencatat...,2024-03-14T13:52:58.000Z,"b'Definitely... How can you cheat and be told to repeat it? There's a huge difference... Besides, at every polling station there are witnesses for each candidate pair who take notes...'",POSITIVE
alfat_ih9493,Tenan pora ui😁😂,2024-03-14T13:53:45.000Z,b'tenan pora ui',NEGATIVE
gojos4t0ru_666,gilaaaa telak   sekali,2024-03-14T13:55:34.000Z,It's so crazy,NEGATIVE
junaphotoart,Nggak bahaya ta? 😄 dari 21 prov kok smua 02,2024-03-14T13:55:46.000Z,"b'It's not dangerous, right?  out of 21 provinces, how come all are 02'",POSITIVE
sokhi049,Ok gas mantab. Yg kalah kalah  saja  nangis2  saja 😂  curang2 y ayo pilpres ulang lagi😂,2024-03-14T13:55:48.000Z,"b'Ok, great gas. Those who lose lose just cry and cheat, let's try the presidential election again'",NEGATIVE
service_sofa_jakarta_bekasi__,Service jok service kursi🙌😂,2024-03-14T16:32:06.000Z,b'Seat service seat service',POSITIVE
ainurrasyid659,Mantap🔥,2024-03-14T16:37:41.000Z,b'Great',POSITIVE
pak_jiee,Dikotanya sendiri apa lagi partainya  yang  dlu di jawa timur  ngetop sekarang  dukung 02😂😂😂,2024-03-14T16:37:45.000Z,"In his own city, what else is the party that used to be popular in East Java, now supports 02'",POSITIVE
805ical99,"Hasil dari mana tuh dek?? Mungkin yang di maksud beliau hasil dari kecurangan tuh, sudah jelas  sekali  Anies yang bakal jadi ni 1 di Indonesia priode 2024-2029",2024-03-14T16:42:46.000Z,"b'Where did the results come from? Maybe what he means is the result of cheating, it's very clear that Anies will be number 1 in Indonesia for the 2024-2029 period.'",NEGATIVE
sumartono_hadi,Hasil  pemilihan umum  bangsa  yang  70 % dg level pendidikan dibawah SMP (BPS),2024-03-14T16:45:53.000Z,The results of the nation's general election are 70% with an education level below junior high school (BPS)',NEGATIVE
nazrudingaluh,Ada yang menangis 😭... pasti nya😂😂😂😂,2024-03-14T16:46:33.000Z,b'Someone's crying... definitely nya',NEGATIVE
udi853393,Ok gasssss😂,2024-03-14T16:46:49.000Z,b'Ok gasssss',POSITIVE
sltn93_,Kok sedikit amat suaranya paslon 03😂 inikan udah hitungan real count kan bro? @_yusufmuhammad_ @narkosun @dennysirregar @alifurrahman @sewordofficial_ @komikkitaig @katakitaig 😂,2024-03-14T16:47:20.000Z,"b'How come there are so few votes for candidate pair 03, is that already a real count, right bro? @_yusufmuhammad_ @narkosun @dennysirregar @alifurrahman @sewordofficial_ @komikkitaig @katakitaig '",NEGATIVE
fitridiredja,gara gara  pemilihan umum  gedek sama satu temen 😂,2024-03-14T16:49:36.000Z,because of the general election with a friend,POSITIVE
felixantonio484,02 Torang gasss,2024-03-14T16:51:48.000Z,b'02 People gasss',POSITIVE
kurnia_fitriani89,Masih  saja  dibilang curang🤦‍♀️ dah jelas Menang telak,2024-03-14T16:52:14.000Z,b'It's still called cheating but it's clear that you won by a landslide',POSITIVE
ikbal.falakta,NTB kok  tidak  ada ya ?,2024-03-14T16:59:24.000Z,"b'NTB, how come it's not there?'",POSITIVE
akbar_faisal_coy,Oke gass,2024-03-14T17:12:48.000Z,b'Okay gas',POSITIVE
mulyadi_vanz,@aniesbaswedan @ganjar_pranowo  @prabowo  ketiganya  orang  terbaik putra banga Indonesia 🙏🏼 Selamat atas kemenangan Pak Prabowo di PilPres tahun 2024 ini. 🙌,2024-03-14T17:15:38.000Z,b'@aniesbaswedan @ganjar_pranowo @prabowo these three are the best men from Indonesia. Congratulations on Pak Prabowo's victory in the 2024 Presidential Election. ',POSITIVE
dewi.aminah185,Menang telak  ini  02,2024-03-14T17:22:44.000Z,b'This landslide win 02',POSITIVE
dedi_sajad,"Dah dibilang paslon 02 menang dimana2 daerah, masih  tidak  terima juga??? Besok  tidak  usah diajak  pemilihan umum  lagi, menyusahkan😌",2024-03-14T19:52:31.000Z,"b'It's been said that candidate pair 02 won in every region, but you still don't accept it??? There's no need to call another general election tomorrow, it's troublesome'",NEGATIVE
ab_dl1965,BERITA SATU MEMAMG BEDA,2024-03-14T19:56:11.000Z,b'ONE NEWS IS DIFFERENT',POSITIVE
hermanstore91,siapapun presidennya  yang  penting Indonesia semakin maju,2024-03-14T20:22:24.000Z,"b'whoever the president is, the important thing is that Indonesia is progressing'",POSITIVE
tinoe.co,Rakyat itu pilih Prabowo Gibran....,2024-03-14T20:23:26.000Z,b'The people chose Prabowo Gibran....',NEGATIVE
reyvaldozahra,🔥🔥🔥🔥🔥 menyala... ✌✌,2024-03-14T20:27:57.000Z,b' lights up... ',POSITIVE
novi3810,"Semoga menjadi pemimpin  yang  amanah bisa menjalankan sampai masa jabatan dengan baik selamat dan sehat""terus  Bapak  prabowo dan mas gibran  masyarakat  banyak berharap penuh dengan anda berdua sukses dunia akhirat 🤲🏻",2024-03-14T20:35:30.000Z,"b'Hopefully, as a trustworthy leader, we can carry out our term of office safely and healthily,"" continued Mr. Prabowo and Mas Gibran, many people wish you both full success in the world and the hereafter'",POSITIVE
vabianski77,Kaltim kok gada 😂,2024-03-14T20:43:34.000Z,b'Kaltim why not ',POSITIVE
inaino_sm,"Loh Lampung  yang  menang Pragib ya? Kirain 01, kan sempet dapet 3 juta suara yak",2024-03-14T20:43:45.000Z,"It's Lampung who won Pragib, right? Count 01, you just got 3 million votes, right?",POSITIVE
intanps94,NTB KOK  tidak  ada ya??,2024-03-14T20:45:40.000Z,b'NTB HOW come it's not there??',POSITIVE
dzikri_fd,Jateng 12 juta penduduk. Pantes  saja  basis nya suara itu,2024-03-14T20:52:58.000Z,b'Jateng 12 million people. It's worth the base of that voice',POSITIVE
ieurusz,Pasti Paslon sebelah tetap kekeh  tidak  mengakui kekalahan 😂😂,2024-03-14T20:57:36.000Z,b'Certainly the candidate pair next door will still chuckle and not admit defeat',POSITIVE
owieee.gr,Menyalaaa bosqu ALL IN PRABOWO GIBRAN 💙💙💙,2024-03-14T20:57:57.000Z,b'Menyalaaa bosqu ALL IN PRABOWO GIBRAN',NEGATIVE
dewirrisma,"Liaaat tuuh,paham yaa  yang  sll teriak curang",2024-03-14T20:58:45.000Z,"b'Liaaat tuuh, you understand those who are always shouting cheating'",NEGATIVE
ashaazmah_93,NTB belum ada,2024-03-14T20:59:32.000Z,b'NTB doesn't exist yet',POSITIVE
fauzi_ramdhani_ari,Iya ywd segerakan di lantik sajaa  Bapak  wowo dn pa gbran nya..,2024-03-14T20:59:34.000Z,"By the way, please get inaugurated immediately, Mr Wowo and his gbran...'",POSITIVE
ridho_yuliansyah,"Kira2 di disitu ada saksi 01,03  tidak  ya, masih  saja  geger curang2",2024-03-14T21:33:16.000Z,"b'I don't think there's a witness there 01.03 or not, it's still an uproar about cheating'",NEGATIVE
wadawww_____,Bulshit 😂😂,2024-03-14T21:34:52.000Z,b'Bulshit ',NEGATIVE
wan_dongo_02,Anis Basedan jadi Presiden di Sumbar aje,2024-03-14T21:43:13.000Z,b'Anis Basedan becomes President in Sumatra alone',NEGATIVE
ridwan86.turnbackcrime,"Paslon 02 menang telak di setiap provinsi, gitu dalil nya paslon 01&03 ada nya kecurangan secara terstruktur, sistematis&masif. Bukan sebab lain itu hanya dalil tida siap menerima kekalahan",2024-03-14T21:45:08.000Z,"b'Paslon 02 won by a landslide in every province, that's the argument for candidate pairs 01&03 that there was structured, systematic & massive fraud. It's not another reason, it's just an excuse for not being ready to accept defeat'",NEGATIVE
shaqirash_1707,Buset...negri konoha. penggelembungan suara  tidak  d koreksi.,2024-03-14T21:50:24.000Z,b'Buset...the country of Konoha. Vote bloat is not corrected.',NEGATIVE
vega_duabelas,Selesai sudah 👏👏👏,2024-03-14T21:51:08.000Z,Already completed ',POSITIVE
bobybobo88,Lebih banyak  yang  duluan jempolnya daripada mata dan pikirannya 🔥,2024-03-14T21:56:00.000Z,b'More people put their thumbs first than their eyes and thoughts',NEGATIVE
maulanabasiron,Mereka cuma cari alasan  saja  ribut2.angket2 kl emang mau sekalian angket caleg dan UUD perampasan aset koruptor.mau  tidak,2024-03-14T21:59:02.000Z,b'They're just looking for excuses to make noise. Questionnaires if they really want to also question legislative candidates and the Constitution on confiscating assets of corruptors. Whether they want to or not',NEGATIVE
djokosoesilo18,Alhamdulillah mas anis menang akhirnya..,2024-03-14T22:16:55.000Z,b'Alhamdulillah mas anis finally won..',POSITIVE
padiofficial.id,Alhamdulillah.. Semoga itu hasilnya betul2 murni.. Aamiin YRA. Bismillah 🤲🤲🤲,2024-03-14T22:26:44.000Z,b'Alhamdulillah.. Hopefully the results are really pure.. Amen YRA. Bismillah',POSITIVE
anggahadisetiawan,"All in semua ko dibilang curang 😂, dari pulau jawa saja sudah all in 🔥🔥🔥",2024-03-14T22:34:08.000Z,"b'All in all, why is it called cheating, even from the island of Java you are all in'",NEGATIVE
martikah.tika,Terserah lu dah... Terserah,2024-03-14T22:38:54.000Z,b'It's up to you... Whatever',NEGATIVE
sejati8851,#tolak  pemilihan umum  curang,2024-03-14T22:44:30.000Z,b'#reject fraudulent elections',NEGATIVE
hasyim_asngari10,"Prabowo pr3siden Hilirisasi, Anis presiden Halusinasi😂😂",2024-03-14T22:45:27.000Z,"Prabowo is president of Downstreaming, Anies is president of Hallucinations'",NEGATIVE
pebriyanaandika,"Ko bisa ya menang dimana""",2024-03-14T22:45:50.000Z,"b'How can I win anywhere""'",POSITIVE
yahya_0fficial18,👏👏👏👏,2024-03-16T14:39:41.000Z,b'',POSITIVE
yahya_0fficial18,❤️❤️❤️,2024-03-16T14:39:55.000Z,b'',POSITIVE
yahya_0fficial18,gas no2,2024-03-16T14:40:00.000Z,b'gas no2',POSITIVE
ynmelia03,Ko Jawa Barat GK ada,2024-03-16T15:36:48.000Z,b'How come West Java doesn't exist',POSITIVE
mutren,01 03 ngeyell 😂😂😂 @samudz.10,2024-03-16T17:41:11.000Z,b'01 03 ngeell @samudz.10',POSITIVE
bary05371,😂😂😂 kocak percaya KPU.,2024-03-16T18:03:50.000Z,b' it's funny to believe in the KPU.',NEGATIVE
i_genk11,RAKYAT NTT MEMBUKTIKAN OMONGAN MEREKA! THANKS❤️,2024-03-16T18:50:48.000Z,b'THE PEOPLE OF NTT PROVE THEIR TALKING! THANKS',POSITIVE
puputemilda,Jatim kereeeeeennnn 🔥🔥🔥,2024-03-16T20:45:49.000Z,b'East Java is cooleeeeeennnn',POSITIVE
deny.classbisnis,"kalau 01 or 03, menang akan tambah parah,  tidak   cuma  mikir bayar hutang negara tapi mikir juga buat balikin hutang bekas nyapres dan pilkada😂 tambah mumet",2024-03-16T21:24:33.000Z,"b'if it's 01 or 03, winning will be worse, not only thinking about paying the national debt but also thinking about paying back the debt of the former president and the election will make it worse'",NEGATIVE
mr_wahyoedin,Hakan tah no 1,2024-03-16T21:43:55.000Z,b'Hakan tah no 1',NEGATIVE
m4s4dam,Sdh benar Tah...?,2024-03-16T21:47:21.000Z,b'That's right Tah...?',POSITIVE
facriansha,"Kalo si rekap  tidak  di  pakai  tentu KPU jadi kambing hitam, giliran  pakai  si rekap tentu menyelamatkan lembaga survei, semua pilihan sulit, 🤭",2024-03-16T22:39:55.000Z,"""If sirekap is not used, of course the KPU will be the scapegoat, it will be their turn to use the recap, which will certainly save the survey institution, all choices are difficult,""",NEGATIVE
fariez_fm,Jawa Barat mana?,2024-03-16T23:20:19.000Z,b Which West Java?',POSITIVE
irmansyah_sah,Luar Biasa Hasil Hitung Manual Resmi KPU 02 Menyapu Bersih. Dan pukulan Telak / KO untuk pasangan yang suka Ngeyel dan nyinyir  01 dan 03. Ini adalah Keputusan Rakyat. Amanat suara Rakyat  yang  patut dihargai dan di hormati sebagai negara Demokrasi🔥🔥❤️❤️,2024-03-17T04:21:21.000Z,b'Extraordinary KPU Official Manual Count Results 02 Clean Sweep. And a crushing blow / KO for the couple who likes to tease and tease 01 and 03. This is the People's Decision. The mandate of the people's voice which should be appreciated and respected as a democratic country',POSITIVE
oesman1453,"Aceh blom coy..itu kebanggaan kami,  tidak  ngaruh kami ama makan gratis walau katanya propinsi miskin tapi  tidak  kayak  orang   tidak  makan seperti di sumsel dan lampung😂😂😂",2024-03-17T07:35:35.000Z,"b'Aceh isn't here yet...that's our pride, it doesn't affect us with free food even though it's said to be a poor province but it's not like people don't eat like in South Sumatra and Lampung'",POSITIVE
raditya_abiyu,"Sebelum  pemilihan umum  di lakukan juga udah tau kok siapa  yang  bakal menang,bener kata pemerintah singapore😂,cuma di indonesia😂😂😂",2024-03-20T16:38:57.000Z,"Before the general election was held, we already knew who would win, it's true what the Singapore government said, only in Indonesia.'",NEGATIVE
amrilaze,Lah bukannya sebelom  pemilihan umum  udah menang,2024-03-20T16:42:53.000Z,Wasn't it before the general election that he won?,NEGATIVE
